fold,indice_original,score,predicao
1,1768,3.7226213591305797,1
1,1775,5.415513725964457,1
1,1780,6.428573952878663,1
1,1783,3.8429539876518,1
1,1785,4.79688473020307,1
1,1791,3.885030446356149,1
1,1793,7.29076254735306,1
1,1794,5.310062086083393,1
1,1795,5.091985350707931,1
1,1803,5.6290101322594825,1
1,1805,4.519618015893384,1
1,1807,4.887793233566766,1
1,1817,5.937082732785063,1
1,1825,4.066439959865283,1
1,1833,4.728501080220559,1
1,1835,4.652657412056483,1
1,1851,5.292809848174171,1
1,1862,5.260992656953695,1
1,1864,2.594032768265265,1
1,1877,6.604994874533,1
1,1880,1.63515855817721,1
1,1883,5.202055173118348,1
1,1886,6.598808225676359,1
1,1891,7.663408224286657,1
1,1897,5.69811308896867,1
1,1901,2.6682741797226015,1
1,1915,2.5681244847973,1
1,1921,4.243857210447336,1
1,1923,4.571009145148624,1
1,1937,6.064332852984586,1
1,1941,5.956323180328022,1
1,1953,5.690747677930235,1
1,1954,5.566393656284083,1
1,1957,5.879059993844818,1
1,1963,4.992034767066384,1
1,1964,6.211394603988159,1
1,1965,6.2395529283987035,1
1,1981,6.408948078681069,1
1,2009,7.715694338139416,1
1,2012,5.697236714009955,1
1,2018,7.034663123989985,1
1,2020,7.908243442940874,1
1,2025,6.44585806294773,1
1,2029,5.443068419719301,1
1,2030,3.561177368307403,1
1,2036,3.143968253696084,1
1,2039,6.97689957343467,1
1,2045,4.919161211226376,1
1,2055,-1.625222269727022,-1
1,2067,5.727347103424803,1
1,2069,5.805440661247188,1
1,2072,3.480324097515693,1
1,2075,5.926486161171981,1
1,2088,1.5113084470496876,1
1,2098,4.1076109715779285,1
1,2107,5.334449504462951,1
1,2108,4.832048114937804,1
1,2109,3.5574457192631215,1
1,2110,5.157554907050892,1
1,2114,5.014412282274948,1
1,2119,7.198464805656789,1
1,2122,5.327147508078076,1
1,2124,6.839183467964121,1
1,2127,6.491674760509957,1
1,2128,1.174940641765435,1
1,2133,5.550674506505866,1
1,2138,6.16223928684826,1
1,2145,4.012565302703022,1
1,2150,5.099748093572421,1
1,2152,4.273534909801773,1
1,2157,7.485626995862704,1
1,2165,6.127168777936189,1
1,2167,6.267070799654109,1
1,2168,3.4359063125802862,1
1,2178,5.169002909761735,1
1,2183,6.779977738797049,1
1,2184,4.386093869963885,1
1,2189,6.4495028426359,1
1,2191,8.00455774303167,1
1,2199,3.5585917838912806,1
1,2210,5.474114909193384,1
1,2213,4.453298420703385,1
1,2215,4.803310027684672,1
1,2221,3.7369768760320454,1
1,2227,7.279857222165623,1
1,2232,3.0443099667653257,1
1,2233,4.361541088931935,1
1,2236,0.8884394116730832,1
1,2239,3.857453890205065,1
1,2249,0.9596736589106456,1
1,2252,3.693956779611897,1
1,2254,3.721571537560205,1
1,2260,7.782474251454934,1
1,2270,8.028206483886487,1
1,2273,6.2170258636325375,1
1,2275,8.014836428206104,1
1,2286,1.6661110169555986,1
1,2287,2.7542406371154176,1
1,2288,8.008229722654557,1
1,2291,5.249630929477247,1
1,2301,4.111729119326894,1
1,2303,7.793429413664912,1
1,2310,3.478743687476289,1
1,2316,5.816043918974005,1
1,2319,4.976335180586547,1
1,2328,2.156131205117074,1
1,2335,2.2182315584260746,1
1,2337,6.433282475662873,1
1,2340,-1.2494790987146054,-1
1,2344,6.716957589304931,1
1,2348,-0.9785420009668524,-1
1,2360,2.033835352450378,1
1,2375,4.55177616854016,1
1,2377,4.2168586714473815,1
1,2388,2.9360480411824046,1
1,2389,4.175046766935965,1
1,2391,4.694133198324208,1
1,2392,6.1658087149636405,1
1,2405,5.830448293040115,1
1,2406,2.249805890402749,1
1,2407,8.289576338636769,1
1,2412,3.87970807370481,1
1,2423,6.6165525367484985,1
1,2425,5.337506242781073,1
1,2444,-0.32027288492850303,-1
1,2447,8.056278766110962,1
1,2453,7.050665722813017,1
1,2455,3.783949062736083,1
1,2458,6.7211173868521055,1
1,2464,5.137322907160042,1
1,2465,8.443574743866337,1
1,2470,6.597561451668279,1
1,2473,5.505669371386356,1
1,2474,6.067533008590724,1
1,2478,4.743562596061837,1
1,2483,0.4939597789357002,1
1,2484,6.44491961906318,1
1,2485,7.250689687497671,1
1,2487,5.8070214058290635,1
1,2492,5.245127869313608,1
1,2498,4.124714892154907,1
1,2507,5.195761267979725,1
1,2513,6.310688152454043,1
1,2515,8.657993635245974,1
1,2516,2.253310379170525,1
